title,address,description,date,seller,price,image
3 bedroom apartment for sale,"1-16 Blackfriars Road,
London, 
SE1 9GD","The Blake Residence is an impressive 3 bedroom home situated on the 40th floor of One Blackfriars. With panoramic uninterrupted views of the River Thames, the City, Westminster and St Paul's, The Blake Residence boasts 3,677 sq ft of open plan living space.",21/10/2019,St. George City,POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/212k/211631/85832900/211631_1262_IMG_00_0000_max_476x317.jpg
3 bedroom apartment for sale,"The Blake Residence One Blackfriars, Southbank, SE1","A truly spectacular three bedroom apartment on the Southbank SE1, offering panoramic views across the River Thames to Westminster and St Pauls. This beautifully presented apartment is situated on the 40th Floor of the remarkable One Blackfriars tower and offers 3,850 sq ft o...",03/12/2019,"CBRE Residential, London",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/90k/89992/75982780/89992_BOW150374_IMG_01_0000_max_476x317.jpg
8 bedroom detached house for sale,"Hamilton Terrace, St Johns Wood","Planning consent approved: Offered for sale is this substantial detached building on a considerable plot, currently consisting of 6 apartments with planning consent to turn into one family residence (Approx 12,000 Sq FT) via a rear extension and extensive basement. Full plans available on reque...",18/06/2019,"Wayne & Silver , Hampstead",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/92k/91636/85891286/91636_28866457_IMG_01_0000_max_476x317.jpg
3 bedroom apartment for sale,"1-16 Blackfriars Road,
London, 
SE1 9GD","The Constable Residence is an impressive 3 bedroom home situated on the 41st floor of One Blackfriars. With panoramic uninterrupted views of the River Thames, the City, St Paul's and Canary Wharf. The Constable Residence boasts 3,382 sq ft of open plan living space.",21/10/2019,St. George City,POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/212k/211631/85832939/211631_1265_IMG_00_0000_max_476x317.jpg
4 bedroom flat for sale,"One Kensington Gardens, Kensington, London, W8","Luxury development overlooking Kensington Palace Gardens, W8. A spacious 4 bedroom duplex apartment within this exquisite development on Kensington Road, moments from Kensington Palace Gardens. This delightful fourth and fifth floor apartment is set within what is a beautifully crafted luxury d...",03/01/2019,"Knight Frank - New Homes, Prime Central London Developments","£13,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/42k/41063/69268744/41063_KRD130871_IMG_01_0000_max_476x317.jpg
2 bedroom apartment for sale,"Sumner Road, London","Two bed first floor apartment in a Victorian pub conversion. The flat features high ceilings, double-glazed windows and a spacious open plan reception room/kitchen which is over 23 feet long and opens out onto a private south-facing balcony. There are also two large communal roof terraces with Pa...",17/12/2019,"Urban Village, London","£599,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/61k/60210/67118796/60210_101645001586_IMG_01_0000_max_476x317.jpg
3 bedroom flat for sale,"Pont Street, Knightsbridge,, London, SW1X","An immaculate, beautifully finished 3 bedroom apartment spread laterally across the second floor of a very recent period conversion completed by Candy & Candy. It is available as a turnkey home complete with furniture. Facilities include a designated underground parking space, air...",18/05/2018,"Kaye & Carey, London","£13,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/50k/49953/65400619/49953_KCA180006_IMG_04_0000_max_476x317.jpg
5 bedroom flat for sale,"Nine Elms, London","Presenting this luxury 5 bed penthouse apartment with it own large private terrace overlooking the river in the heart of Nine Elms completing in Q4/2022 this new 50+ story tower is the jewel in crown of the development, offering luxurious accommodation and amenities.",10/12/2019,"Maritime Properties Ltd, Greenwich","£13,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/67k/66493/87395183/66493_101688002884_IMG_01_0000_max_476x317.jpg
8 bedroom detached house for sale,"Treetops, Compton Avenue, N6","Abutting Highgate Golf Course, Compton Avenue is a private gated road with 24 hour security guards. Treetops is set opposite Kenwood House & Hampstead Heath whilst being equidistant to Hampstead & Highgate Villages. Treetops is a newly constructed 8 bedroom residence and spans 1,492 Squ...",02/08/2019,"Glentree Estates Ltd, London",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/191k/190037/64133970/190037_28988386_IMG_01_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Cumberland Terrace, London","A rare opportunity to buy a substantial and impressive, neoclassical, Grade I listed, terrace house with parking and a patio garden. The terrace was designed by the famous royal architect, John Nash, built in 1826 and comprises three main blocks which are joined by impressive Ionic triumphal lin...",20/11/2019,"Sandfords, Regents Park","£12,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/46k/45144/66534162/45144_RGP170032_IMG_01_0000_max_476x317.jpg
5 bedroom penthouse for sale,"Atrium Apartments, 131 Park Road, St. John's Wood, London, NW8","An opportunity to acquire a five bedroom lateral duplex penthouse(372sq m/4,000sq ft) set within this landmark purpose built block with parking and 24 concierge.",16/05/2017,"Savills, St John's Wood & Regent's Park","£12,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/79k/78202/63852663/78202_STS160155_IMG_01_0000_max_476x317.jpg
4 bedroom apartment for sale,"1 St. George Wharf, London, SW8",A unique opportunity to acquire an apartment with 360 degrees views of London including prime river views. The apartment is arranged over the entire 35th floor which can only be accessed by the owner.,05/12/2019,"RE/MAX Central, Westminster",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/46k/45920/66857343/45920_10637_IMG_01_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Cumberland Terrace, Regent's Park, London, NW1","A neoclassical, Grade I listed terrace house with panoramic views over Regent's Park, designed by Royal British architect John Nash.",04/05/2018,"Savills, St John's Wood & Regent's Park","£12,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/79k/78202/66534009/78202_MVS170048_IMG_01_0000_max_476x317.jpg
6 bedroom semi-detached house for sale,"Hillsleigh Road, London, W8","A wide semi-detached communal garden house in W8 An unusually wide, lateral, semi-detached 6/7 bed period house (not Listed) on three floors only with all living areas on the ground floor. The house has a charming walled garden, outdoor swimming pool and has the benefit of access to Campden Hill...",15/09/2019,"Knight Frank, Kensington","£12,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65809/84786530/65809_KEN190039_IMG_01_0002_max_476x317.jpg
6 bedroom penthouse for sale,"Kensington High Street, London, W14","A fabulous six bedroom penthouse looking out across the capital and available with an additional staff/guest one bedroom apartment. Combined Price £12,800,000.",15/11/2018,"Savills, Kensington","£12,800,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/49k/48934/83476805/48934_KEF180022_IMG_02_0000_max_476x317.jpg
6 bedroom penthouse for sale,Trinity House 377 Kensington High Street W14,"A unique Penthouse in one of Kensingtons most exclusive new residential developments, 375 Kensington High Street. This immaculate six bedroom Penthouse reaches across 4,108 sq ft taking in breath taking views of London.
This new development by St Edward Homes offers a very high standard of living...",11/07/2019,"JLL, Kensington High Street","£12,800,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/213k/212372/74922622/212372_P23965_IMG_02_0000_max_476x317.jpg
Property for sale,"Gilston Road, London, SW10","A superb opportunity to acquire 11 units within this exceptionally well located portered development. Totalling 8,658 square feet the portfolio is made up of one 2 Bedroom studio house and ten 1 Bedroom studio houses. All of these are presented in immaculate condition and are fully furnished. Our...",04/04/2019,"Farrar & Co, Chelsea - Sales","£12,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/81k/80984/61413906/80984_FAS180235_IMG_01_0000_max_476x317.jpg
10 bedroom apartment for sale,"Bolton Studios, 17b Gilston Road, SW10","A sensational collection of 11 apartments in a prestigious development, Bolton studios, in Gilston Road, Chelsea. Offering a selection of ten 1 bed and one 2 bed apartments, flawlessly arranged, with the one beds placed over the ground and first floors and the two bedroom ap...",13/06/2019,"CBRE Residential, West End","£12,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/81k/80905/82560797/80905_HOL180391_IMG_01_0000_max_476x317.jpg
3 bedroom apartment for sale,"Pearson Square, Fitzroy Place, W1T","Outstanding tenth floor 3580 sq ft penthouse apartment for sale in Pearson Square, at the heart of Fitzrovia Outstanding tenth floor 3580 sq ft penthouse apartment for sale in Pearson Square, at the heart of Fitzrovia The apartment benefits from the uncompromising...",13/07/2017,"CBRE Residential, West End","£12,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/81k/80905/67711787/80905_BSL170580_IMG_01_0000_max_476x317.jpg
Terraced house for sale,"Hamilton Drive Development, St. John's Wood, London, NW8","Hamilton Drive is a stunning collection of ten newly constructed Georgian townhouses, designed and executed to an exceptional standard.",28/09/2017,"Savills, St John's Wood & Regent's Park","£12,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/79k/78202/63852669/78202_STS170146_IMG_11_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Hamilton Drive, St. Johns Wood, London, NW8","Newly built luxury townhouses in NW8 just monents from Harrods. Hamilton Drive is a stunning collection of ten newly constructed Georgian townhouses, designed and executed to an exceptional standard. The first of it's kind in St John's Wood Benefitting from 561 square metres/6,041 square feet o...",04/12/2019,"Knight Frank - New Homes, Prime Central London Developments","£12,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/42k/41063/87183836/41063_KRD160917_IMG_01_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Hamilton Drive, St John's Wood, London, NW8","Hamilton Drive is a stunning collection of newly constructed Georgian townhouses, designed and executed to an exceptional standard. Utilising a world class team of design professionals, including Robert Adam of ADAM Architects, Natalia Miyar interior design and Bradley-Hole Schoenaich landscape a...",07/03/2019,"Aston Chase, London","£12,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/85k/84235/70460983/84235_RGS190074_IMG_01_0000_max_476x317.jpg
6 bedroom house for sale,"Chester Terrace, London, NW1 ",This classical residence has been re designed and refurbished in recent years and has exceptional uninterrupted views over Regent's Park. Arlington Residential is proud to bring to the market this beautiful residence in Regent's Park. The house offers family accommodation within a classical town...,20/05/2019,"Arlington Residential, London","£12,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/196k/195398/59514057/195398_28467420_IMG_11_0000_max_476x317.jpg
3 bedroom apartment for sale,"Hepworth Residence, One Blackfriars, Southbank, SE1","A truly spectacular three bedroom apartment on the Southbank SE1, offering panoramic views across the River Thames to Westminster and St Pauls, SE1 Boasting 3108 sq ft of living space and fantastic views of London, is this 3 bedroom apartment situated on the 42nd floor of t...",03/12/2019,"CBRE Residential, West End",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/81k/80905/87168779/80905_BOW150396_IMG_01_0000_max_476x317.jpg
5 bedroom house for sale,"Hamilton Drive, St John's Wood, London, NW8","Hamilton Drive is a stunning collection of newly constructed Georgian townhouses, designed and executed to an exceptional standard. Utilising a world class team of design professionals, including Robert Adam of ADAM Architects, Natalia Miyar interior design and Bradley-Hole Schoenaich landscape a...",06/04/2018,"Aston Chase, London","£12,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/85k/84235/64803724/84235_RGS170181_IMG_01_0000_max_476x317.jpg
3 bedroom flat for sale,"Lincoln Square, 18 Portugal Street, London, WC2A","The Penthouse and Terrace Collection The six penthouse and terrace apartments sit on the top three levels of Lincoln Square, on its south and west wings, with two apartments on each floor Their east-facing terraces ensure spectacular sunrises, while in Autumn skies are bathed in a pink...",20/06/2019,"Knight Frank - New Homes, New Homes Sales Team",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/158k/157658/63191583/157658_KRD171147_IMG_01_0000_max_476x317.jpg
